"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.020030064E1,4.597050190E0,6.547050476E0,5.638050079E0
7.020156064E1,4.639950275E0,6.547050476E0,5.616000175E0
7.020282087E1,4.585050106E0,6.538950443E0,5.632950306E0
7.020408087E1,4.611000061E0,6.561000347E0,5.583000183E0
7.020534085E1,4.615950108E0,6.577950478E0,5.638050079E0
7.020660085E1,4.614000320E0,6.553950310E0,5.640000343E0
7.020786085E1,4.587000370E0,6.523050308E0,5.599050045E0
7.020912093E1,4.602000237E0,6.499050140E0,5.599050045E0
7.021038093E1,4.575000286E0,6.604050159E0,5.626050472E0
7.021164093E1,4.585050106E0,6.559050083E0,5.623050213E0
7.021290093E1,4.585050106E0,6.561000347E0,5.604000092E0
7.021416093E1,4.575000286E0,6.577950478E0,5.644950390E0
7.021542116E1,4.590000153E0,6.532050133E0,5.608950138E0
7.021668093E1,4.551000118E0,6.550950527E0,5.616000175E0
7.021794116E1,4.630050182E0,6.573000431E0,5.656950474E0
7.021920116E1,4.621050358E0,6.592050076E0,5.662050247E0
7.022046116E1,4.594950199E0,6.592050076E0,5.640000343E0
7.022172116E1,4.594950199E0,6.571050167E0,5.655000210E0
7.022298116E1,4.614000320E0,6.529950142E0,5.619000435E0
7.022424116E1,4.602000237E0,6.586950302E0,5.632950306E0
7.022550124E1,4.585050106E0,6.574950218E0,5.647050381E0
7.022676124E1,4.618050098E0,6.561000347E0,5.655000210E0
7.022802124E1,4.638000011E0,6.589950085E0,5.662050247E0
7.022928124E1,4.606050014E0,6.583050251E0,5.632950306E0
7.023054147E1,4.633050442E0,6.585000515E0,5.608950138E0
7.023180124E1,4.645050049E0,6.630000114E0,5.635050297E0
7.023306147E1,4.630050182E0,6.598950386E0,5.607000351E0
7.023432148E1,4.587000370E0,6.592050076E0,5.583000183E0
7.023558148E1,4.611000061E0,6.604050159E0,5.607000351E0
7.023684156E1,4.582950115E0,6.586950302E0,5.640000343E0
7.023810148E1,4.582950115E0,6.598950386E0,5.575050354E0
7.023936148E1,4.645050049E0,6.592050076E0,5.571000099E0
7.024062156E1,4.627950191E0,6.573000431E0,5.575050354E0
7.024188156E1,4.587000370E0,6.574950218E0,5.584950447E0
7.024314156E1,4.615950108E0,6.532050133E0,5.539950371E0
7.024440156E1,4.606050014E0,6.538950443E0,5.548950195E0
7.024566156E1,4.626000404E0,6.618000507E0,5.590050220E0
7.024692156E1,4.594950199E0,6.613950253E0,5.491950035E0
7.024818179E1,4.599000454E0,6.559050083E0,5.530050278E0
7.024944179E1,4.594950199E0,6.577950478E0,5.518050194E0
7.025070179E1,4.602000237E0,6.601950169E0,5.566050053E0
7.025196179E1,4.585050106E0,6.577950478E0,5.638050079E0
7.025322179E1,4.563000202E0,6.628050327E0,5.547000408E0
7.025448186E1,4.567950249E0,6.633000374E0,5.563950062E0
7.025574186E1,4.519950390E0,6.649950504E0,5.599050045E0
7.025700186E1,4.563000202E0,6.613950253E0,5.599050045E0
7.025826186E1,4.602000237E0,6.609000206E0,5.616000175E0
7.025952186E1,4.549050331E0,6.645000458E0,5.626050472E0
7.026078186E1,4.563000202E0,6.586950302E0,5.566050053E0
7.026204208E1,4.537050247E0,6.594000340E0,5.616000175E0
7.026330209E1,4.495950222E0,6.616050243E0,5.620950222E0
7.026456209E1,4.489050388E0,6.585000515E0,5.572950363E0
7.026582209E1,4.531949997E0,6.640050411E0,5.583000183E0
7.026708209E1,4.567950249E0,6.645000458E0,5.631000042E0
7.026834209E1,4.522950172E0,6.630000114E0,5.628000259E0
7.026960217E1,4.510950089E0,6.616050243E0,5.583000183E0
7.027086217E1,4.558950424E0,6.592050076E0,5.644950390E0
7.027212217E1,4.542000294E0,6.556050301E0,5.584950447E0
7.027338217E1,4.551000118E0,6.622950077E0,5.583000183E0
7.027464217E1,4.587000370E0,6.571050167E0,5.535000324E0
7.027590216E1,4.594950199E0,6.592050076E0,5.544000149E0
7.027716239E1,4.615950108E0,6.586950302E0,5.535000324E0
7.027842239E1,4.563000202E0,6.598950386E0,5.515950203E0
7.027968239E1,4.633050442E0,6.630000114E0,5.547000408E0
7.028094239E1,4.645050049E0,6.616050243E0,5.535000324E0
7.028220239E1,4.651950359E0,6.601950169E0,5.524950027E0
7.028346247E1,4.695000172E0,6.597000122E0,5.556000233E0
7.028472247E1,4.630050182E0,6.561000347E0,5.539950371E0
7.028598249E1,4.594950199E0,6.601950169E0,5.511000156E0
7.028724249E1,4.621050358E0,6.598950386E0,5.554050446E0
7.028850249E1,4.599000454E0,6.592050076E0,5.539950371E0
7.028976249E1,4.630050182E0,6.618000507E0,5.518050194E0
7.029102249E1,4.561050415E0,6.625950336E0,5.575050354E0
7.029228272E1,4.573050022E0,6.601950169E0,5.587050438E0
7.029354273E1,4.609050274E0,6.586950302E0,5.554050446E0
7.029480273E1,4.599000454E0,6.613950253E0,5.587050438E0
7.029606274E1,4.565999985E0,6.621000290E0,5.635050297E0
7.029732274E1,4.554000378E0,6.580050468E0,5.595000267E0
7.029858281E1,4.542000294E0,6.601950169E0,5.602050304E0
7.029984281E1,4.573050022E0,6.585000515E0,5.599050045E0
7.030110281E1,4.534950256E0,6.642000198E0,5.631000042E0
7.030236281E1,4.519950390E0,6.586950302E0,5.580000401E0
7.030362281E1,4.555950165E0,6.565950394E0,5.608950138E0
7.030488281E1,4.522950172E0,6.634950161E0,5.583000183E0
7.030614303E1,4.522950172E0,6.642000198E0,5.596950054E0
7.030740303E1,4.530000210E0,6.589950085E0,5.655000210E0
7.030866303E1,4.518000126E0,6.628050327E0,5.628000259E0
7.030992303E1,4.579950333E0,6.583050251E0,5.652000427E0
7.031118303E1,4.534950256E0,6.592050076E0,5.599050045E0
7.031244303E1,4.573050022E0,6.594000340E0,5.635050297E0
7.031370310E1,4.542000294E0,6.618000507E0,5.631000042E0
7.031496310E1,4.575000286E0,6.606000423E0,5.611050129E0
7.031622310E1,4.635000229E0,6.487050533E0,5.572950363E0
7.031748311E1,4.585050106E0,6.577950478E0,5.635050297E0
7.031874311E1,4.662000179E0,6.556050301E0,5.631000042E0
7.032000310E1,4.621050358E0,6.565950394E0,5.619000435E0
7.032126333E1,4.630050182E0,6.535050392E0,5.643000126E0
7.032252334E1,4.609050274E0,6.535050392E0,5.671050072E0
7.032378334E1,4.647000313E0,6.532050133E0,5.607000351E0
7.032504334E1,4.647000313E0,6.549000263E0,5.616000175E0
7.032630333E1,4.650000095E0,6.574950218E0,5.674050331E0
7.032756340E1,4.630050182E0,6.606000423E0,5.652000427E0
7.032882340E1,4.671000004E0,6.580050468E0,5.671050072E0
7.033008340E1,4.614000320E0,6.556050301E0,5.620950222E0
7.033134340E1,4.657050133E0,6.573000431E0,5.647050381E0
7.033260340E1,4.650000095E0,6.625950336E0,5.590050220E0
7.033386340E1,4.663950443E0,6.601950169E0,5.640000343E0
7.033512363E1,4.626000404E0,6.573000431E0,5.611050129E0
7.033638364E1,4.606050014E0,6.574950218E0,5.643000126E0
7.033764364E1,4.630050182E0,6.630000114E0,5.587050438E0
7.033890364E1,4.621050358E0,6.565950394E0,5.614050388E0
7.034016364E1,4.570950031E0,6.580050468E0,5.616000175E0
7.034142364E1,4.542000294E0,6.589950085E0,5.548950195E0
7.034268371E1,4.510950089E0,6.586950302E0,5.578050137E0
7.034394372E1,4.515000343E0,6.625950336E0,5.587050438E0
7.034520372E1,4.558950424E0,6.573000431E0,5.619000435E0
7.034646374E1,4.551000118E0,6.589950085E0,5.568000317E0
7.034772374E1,4.546950340E0,6.601950169E0,5.547000408E0
7.034898374E1,4.498950005E0,6.585000515E0,5.614050388E0
7.035024396E1,4.534950256E0,6.625950336E0,5.638050079E0
7.035150397E1,4.518000126E0,6.628050327E0,5.599050045E0
7.035276397E1,4.561050415E0,6.604050159E0,5.572950363E0
7.035402397E1,4.558950424E0,6.592050076E0,5.575050354E0
7.035528397E1,4.563000202E0,6.622950077E0,5.566050053E0
7.035654404E1,4.555950165E0,6.616050243E0,5.619000435E0
7.035780404E1,4.603950024E0,6.609000206E0,5.619000435E0
7.035906404E1,4.591950417E0,6.625950336E0,5.635050297E0
7.036032404E1,4.591950417E0,6.652050495E0,5.568000317E0
7.036158404E1,4.554000378E0,6.565950394E0,5.578050137E0
7.036284404E1,4.594950199E0,6.640050411E0,5.560950279E0
7.036410427E1,4.611000061E0,6.592050076E0,5.535000324E0
7.036536427E1,4.594950199E0,6.589950085E0,5.575050354E0
7.036662428E1,4.587000370E0,6.625950336E0,5.527950287E0
7.036788428E1,4.597050190E0,6.609000206E0,5.547000408E0
7.036914428E1,4.567950249E0,6.594000340E0,5.530050278E0
7.037040428E1,4.627950191E0,6.565950394E0,5.563950062E0
7.037166436E1,4.599000454E0,6.580050468E0,5.604000092E0
7.037292436E1,4.563000202E0,6.585000515E0,5.554050446E0
7.037418436E1,4.579950333E0,6.526950359E0,5.566050053E0
7.037544436E1,4.563000202E0,6.585000515E0,5.578050137E0
7.037670435E1,4.579950333E0,6.606000423E0,5.659050465E0
7.037796435E1,4.525050163E0,6.580050468E0,5.595000267E0
7.037922457E1,4.590000153E0,6.613950253E0,5.671050072E0
7.038048435E1,4.578000069E0,6.589950085E0,5.626050472E0
7.038174457E1,4.527000427E0,6.574950218E0,5.701950073E0
7.038300458E1,4.558950424E0,6.601950169E0,5.695050240E0
7.038426458E1,4.567950249E0,6.562950134E0,5.712000370E0
7.038552465E1,4.597050190E0,6.550950527E0,5.664000034E0
7.038678464E1,4.570950031E0,6.585000515E0,5.677950382E0
7.038804464E1,4.565999985E0,6.537000179E0,5.640000343E0
7.038930464E1,4.563000202E0,6.562950134E0,5.674050331E0
7.039056464E1,4.602000237E0,6.616050243E0,5.689950466E0
7.039182464E1,4.579950333E0,6.573000431E0,5.662050247E0
7.039308487E1,4.578000069E0,6.625950336E0,5.656950474E0
7.039434487E1,4.590000153E0,6.573000431E0,5.662050247E0
7.039560487E1,4.537050247E0,6.561000347E0,5.647050381E0
7.039686484E1,4.627950191E0,6.544050217E0,5.608950138E0
7.039812484E1,4.639950275E0,6.561000347E0,5.583000183E0
7.039938484E1,4.603950024E0,6.628050327E0,5.560950279E0
7.040064492E1,4.599000454E0,6.553950310E0,5.575050354E0
7.040190484E1,4.565999985E0,6.630000114E0,5.566050053E0
7.040316484E1,4.534950256E0,6.618000507E0,5.542050362E0
7.040442492E1,4.579950333E0,6.633000374E0,5.515950203E0
7.040568492E1,4.563000202E0,6.604050159E0,5.544000149E0
7.040694514E1,4.597050190E0,6.633000374E0,5.535000324E0
7.040820491E1,4.554000378E0,6.633000374E0,5.518050194E0
7.040946514E1,4.597050190E0,6.642000198E0,5.496000290E0
7.041072514E1,4.578000069E0,6.625950336E0,5.520000458E0
7.041198514E1,4.558950424E0,6.621000290E0,5.511000156E0
7.041324514E1,4.563000202E0,6.645000458E0,5.532000065E0
7.041450522E1,4.575000286E0,6.613950253E0,5.559000492E0
7.041576522E1,4.597050190E0,6.585000515E0,5.544000149E0
7.041702522E1,4.615950108E0,6.630000114E0,5.515950203E0
7.041828522E1,4.570950031E0,6.604050159E0,5.494050026E0
7.041954522E1,4.565999985E0,6.657000542E0,5.539950371E0
7.042080522E1,4.578000069E0,6.618000507E0,5.551950455E0
7.042206544E1,4.606050014E0,6.574950218E0,5.548950195E0
7.042332522E1,4.578000069E0,6.597000122E0,5.539950371E0
7.042458521E1,4.590000153E0,6.604050159E0,5.524950027E0
7.042584545E1,4.597050190E0,6.556050301E0,5.551950455E0
7.042710545E1,4.591950417E0,6.610950470E0,5.568000317E0
7.042836545E1,4.578000069E0,6.597000122E0,5.572950363E0
7.042962545E1,4.585050106E0,6.565950394E0,5.604000092E0
7.043088552E1,4.582950115E0,6.622950077E0,5.536950111E0
7.043214552E1,4.626000404E0,6.664050102E0,5.542050362E0
7.043340552E1,4.621050358E0,6.610950470E0,5.602050304E0
7.043466552E1,4.558950424E0,6.666000366E0,5.602050304E0
7.043592552E1,4.602000237E0,6.561000347E0,5.596950054E0
7.043718576E1,4.519950390E0,6.613950253E0,5.599050045E0
7.043844576E1,4.565999985E0,6.630000114E0,5.616000175E0
7.043970576E1,4.579950333E0,6.637950420E0,5.644950390E0
7.044096576E1,4.621050358E0,6.628050327E0,5.560950279E0
7.044222576E1,4.582950115E0,6.610950470E0,5.592000484E0
7.044348576E1,4.573050022E0,6.621000290E0,5.595000267E0
7.044474576E1,4.579950333E0,6.601950169E0,5.592000484E0
7.044600576E1,4.579950333E0,6.604050159E0,5.580000401E0
7.044726581E1,4.578000069E0,6.577950478E0,5.584950447E0
7.044852581E1,4.578000069E0,6.580050468E0,5.626050472E0
7.044978581E1,4.575000286E0,6.544050217E0,5.559000492E0
7.045104581E1,4.585050106E0,6.565950394E0,5.566050053E0
7.045230581E1,4.623000145E0,6.490950108E0,5.604000092E0
7.045356604E1,4.603950024E0,6.556050301E0,5.608950138E0
7.045482604E1,4.630050182E0,6.547050476E0,5.571000099E0
7.045608604E1,4.611000061E0,6.544050217E0,5.595000267E0
7.045734605E1,4.599000454E0,6.529950142E0,5.619000435E0
7.045860605E1,4.599000454E0,6.541950226E0,5.647050381E0
7.045986613E1,4.614000320E0,6.583050251E0,5.665950298E0
7.046112605E1,4.597050190E0,6.562950134E0,5.668950081E0
7.046238613E1,4.633050442E0,6.550950527E0,5.655000210E0
7.046364613E1,4.626000404E0,6.585000515E0,5.686050415E0
7.046490613E1,4.599000454E0,6.556050301E0,5.728950500E0
7.046616613E1,4.615950108E0,6.525000095E0,5.668950081E0
7.046742615E1,4.594950199E0,6.559050083E0,5.655000210E0
7.046868615E1,4.611000061E0,6.583050251E0,5.688000202E0
7.046994638E1,4.561050415E0,6.559050083E0,5.671050072E0
7.047120638E1,4.626000404E0,6.553950310E0,5.700000286E0
7.047246638E1,4.609050274E0,6.538950443E0,5.752950191E0
7.047372638E1,4.555950165E0,6.529950142E0,5.743050098E0
7.047498638E1,4.602000237E0,6.526950359E0,5.722050190E0
7.047624646E1,4.614000320E0,6.523050308E0,5.701950073E0
7.047750648E1,4.611000061E0,6.517950535E0,5.698050499E0
7.047876648E1,4.606050014E0,6.556050301E0,5.692950249E0
7.048002648E1,4.599000454E0,6.526950359E0,5.677950382E0
7.048128648E1,4.621050358E0,6.547050476E0,5.724000454E0
7.048254648E1,4.606050014E0,6.529950142E0,5.652000427E0
7.048380670E1,4.599000454E0,6.549000263E0,5.662050247E0
7.048506671E1,4.591950417E0,6.526950359E0,5.659050465E0
7.048632671E1,4.558950424E0,6.553950310E0,5.626050472E0
7.048758669E1,4.638000011E0,6.549000263E0,5.620950222E0
7.048884669E1,4.614000320E0,6.559050083E0,5.644950390E0
7.049010669E1,4.633050442E0,6.556050301E0,5.632950306E0
7.049136677E1,4.570950031E0,6.610950470E0,5.587050438E0
7.049262677E1,4.542000294E0,6.597000122E0,5.575050354E0
7.049388677E1,4.579950333E0,6.573000431E0,5.563950062E0
7.049514677E1,4.602000237E0,6.594000340E0,5.584950447E0
7.049640677E1,4.602000237E0,6.574950218E0,5.592000484E0
7.049766698E1,4.585050106E0,6.583050251E0,5.619000435E0
7.049892699E1,4.594950199E0,6.556050301E0,5.578050137E0
7.050018698E1,4.578000069E0,6.565950394E0,5.596950054E0
7.050144698E1,4.611000061E0,6.556050301E0,5.628000259E0
7.050270698E1,4.558950424E0,6.517950535E0,5.548950195E0
7.050396698E1,4.561050415E0,6.565950394E0,5.631000042E0
7.050522706E1,4.578000069E0,6.609000206E0,5.707050323E0
7.050648706E1,4.534950256E0,6.652050495E0,5.665950298E0
7.050774707E1,4.567950249E0,6.618000507E0,5.587050438E0
7.050900730E1,4.590000153E0,6.586950302E0,5.592000484E0
7.051026707E1,4.603950024E0,6.610950470E0,5.544000149E0
7.051152706E1,4.578000069E0,6.580050468E0,5.571000099E0
7.051278730E1,4.565999985E0,6.613950253E0,5.568000317E0
7.051404730E1,4.570950031E0,6.586950302E0,5.547000408E0
7.051530730E1,4.555950165E0,6.565950394E0,5.524950027E0
7.051656730E1,4.573050022E0,6.574950218E0,5.560950279E0
7.051782733E1,4.585050106E0,6.568050385E0,5.536950111E0
7.051908740E1,4.621050358E0,6.589950085E0,5.544000149E0
7.052034740E1,4.626000404E0,6.637950420E0,5.491950035E0
7.052160740E1,4.570950031E0,6.604050159E0,5.524950027E0
7.052286740E1,4.587000370E0,6.601950169E0,5.520000458E0
7.052412740E1,4.579950333E0,6.652050495E0,5.479950428E0
7.052538740E1,4.573050022E0,6.649950504E0,5.470050335E0
7.052664763E1,4.609050274E0,6.661950111E0,5.475000381E0
7.052790764E1,4.585050106E0,6.618000507E0,5.473050117E0
7.052916764E1,4.567950249E0,6.640050411E0,5.488950253E0
7.053042764E1,4.579950333E0,6.618000507E0,5.503950119E0
7.053168764E1,4.567950249E0,6.640050411E0,5.544000149E0
7.053294764E1,4.590000153E0,6.609000206E0,5.520000458E0
7.053420772E1,4.570950031E0,6.646950245E0,5.524950027E0
7.053546772E1,4.573050022E0,6.585000515E0,5.583000183E0
7.053672772E1,4.539000034E0,6.601950169E0,5.572950363E0
7.053798774E1,4.579950333E0,6.592050076E0,5.631000042E0
7.053924774E1,4.609050274E0,6.586950302E0,5.595000267E0
7.054050774E1,4.611000061E0,6.571050167E0,5.647050381E0
7.054176796E1,4.558950424E0,6.577950478E0,5.665950298E0
7.054302797E1,4.599000454E0,6.610950470E0,5.631000042E0
7.054428797E1,4.603950024E0,6.645000458E0,5.575050354E0
7.054554797E1,4.615950108E0,6.649950504E0,5.608950138E0
7.054680797E1,4.579950333E0,6.583050251E0,5.689950466E0
7.054806804E1,4.606050014E0,6.606000423E0,5.611050129E0
7.054932804E1,4.633050442E0,6.583050251E0,5.611050129E0
7.055058804E1,4.578000069E0,6.573000431E0,5.572950363E0
7.055184804E1,4.623000145E0,6.573000431E0,5.544000149E0
7.055310804E1,4.587000370E0,6.541950226E0,5.614050388E0
7.055436804E1,4.594950199E0,6.577950478E0,5.608950138E0
7.055562827E1,4.615950108E0,6.526950359E0,5.611050129E0
7.055688827E1,4.611000061E0,6.544050217E0,5.608950138E0
7.055814829E1,4.662000179E0,6.547050476E0,5.560950279E0
7.055940829E1,4.621050358E0,6.550950527E0,5.563950062E0
7.056066829E1,4.638000011E0,6.585000515E0,5.524950027E0
7.056192829E1,4.681050301E0,6.532050133E0,5.698050499E0
7.056318836E1,4.635000229E0,6.514950275E0,5.712000370E0
7.056444836E1,4.666050434E0,6.561000347E0,5.659050465E0
7.056570836E1,4.597050190E0,6.544050217E0,5.607000351E0
7.056696837E1,4.630050182E0,6.532050133E0,5.611050129E0
7.056822837E1,4.651950359E0,6.541950226E0,5.643000126E0
7.056948837E1,4.645050049E0,6.532050133E0,5.608950138E0
7.057074860E1,4.602000237E0,6.523050308E0,5.596950054E0
7.057200860E1,4.590000153E0,6.577950478E0,5.712000370E0
7.057326860E1,4.645050049E0,6.585000515E0,5.737950325E0
7.057452860E1,4.662000179E0,6.606000423E0,5.680950165E0
7.057578860E1,4.611000061E0,6.556050301E0,5.698050499E0
7.057704860E1,4.597050190E0,6.577950478E0,5.659050465E0
7.057830869E1,4.575000286E0,6.526950359E0,5.599050045E0
7.057956869E1,4.567950249E0,6.571050167E0,5.575050354E0
7.058082869E1,4.578000069E0,6.523050308E0,5.643000126E0
7.058208869E1,4.558950424E0,6.597000122E0,5.571000099E0
7.058334869E1,4.565999985E0,6.561000347E0,5.652000427E0
7.058460892E1,4.561050415E0,6.553950310E0,5.626050472E0
7.058586892E1,4.573050022E0,6.592050076E0,5.542050362E0
7.058712892E1,4.590000153E0,6.598950386E0,5.571000099E0
7.058838892E1,4.614000320E0,6.535050392E0,5.568000317E0
7.058964892E1,4.539000034E0,6.577950478E0,5.518050194E0
7.059090892E1,4.543950081E0,6.592050076E0,5.515950203E0
7.059216900E1,4.546950340E0,6.592050076E0,5.527950287E0
7.059342900E1,4.558950424E0,6.652050495E0,5.524950027E0
7.059468900E1,4.590000153E0,6.622950077E0,5.590050220E0
7.059594900E1,4.579950333E0,6.613950253E0,5.584950447E0
7.059720900E1,4.603950024E0,6.604050159E0,5.536950111E0
7.059846923E1,4.642050266E0,6.585000515E0,5.571000099E0
7.059972923E1,4.597050190E0,6.565950394E0,5.602050304E0
7.060098923E1,4.611000061E0,6.553950310E0,5.611050129E0
7.060224923E1,4.599000454E0,6.573000431E0,5.635050297E0
7.060350923E1,4.621050358E0,6.580050468E0,5.656950474E0
7.060476923E1,4.635000229E0,6.549000263E0,5.626050472E0
7.060602930E1,4.657050133E0,6.562950134E0,5.677950382E0
7.060728931E1,4.609050274E0,6.571050167E0,5.704950333E0
7.060854934E1,4.621050358E0,6.544050217E0,5.616000175E0
7.060980934E1,4.594950199E0,6.580050468E0,5.647050381E0
7.061106934E1,4.647000313E0,6.606000423E0,5.643000126E0
7.061232934E1,4.614000320E0,6.597000122E0,5.655000210E0
7.061358957E1,4.633050442E0,6.550950527E0,5.688000202E0
7.061484934E1,4.594950199E0,6.604050159E0,5.608950138E0
7.061610957E1,4.621050358E0,6.592050076E0,5.623050213E0
7.061736957E1,4.582950115E0,6.517950535E0,5.614050388E0
7.061862957E1,4.633050442E0,6.568050385E0,5.608950138E0
7.061988957E1,4.587000370E0,6.568050385E0,5.616000175E0
7.062114965E1,4.565999985E0,6.561000347E0,5.628000259E0
7.062240965E1,4.615950108E0,6.538950443E0,5.580000401E0
7.062366965E1,4.630050182E0,6.553950310E0,5.659050465E0
7.062492965E1,4.585050106E0,6.537000179E0,5.659050465E0
7.062618965E1,4.594950199E0,6.550950527E0,5.640000343E0
7.062744988E1,4.570950031E0,6.561000347E0,5.583000183E0
7.062870988E1,4.627950191E0,6.562950134E0,5.595000267E0
7.062996989E1,4.590000153E0,6.573000431E0,5.578050137E0
7.063122965E1,4.626000404E0,6.609000206E0,5.590050220E0
7.063248988E1,4.590000153E0,6.583050251E0,5.595000267E0
7.063374988E1,4.555950165E0,6.544050217E0,5.611050129E0
7.063500996E1,4.563000202E0,6.586950302E0,5.611050129E0
7.063626988E1,4.579950333E0,6.585000515E0,5.628000259E0
7.063752996E1,4.570950031E0,6.594000340E0,5.590050220E0
7.063878994E1,4.537050247E0,6.583050251E0,5.631000042E0
7.064004994E1,4.570950031E0,6.580050468E0,5.592000484E0
7.064130994E1,4.549050331E0,6.597000122E0,5.583000183E0
7.064256994E1,4.570950031E0,6.565950394E0,5.583000183E0
7.064383017E1,4.573050022E0,6.565950394E0,5.559000492E0
7.064509017E1,4.561050415E0,6.585000515E0,5.584950447E0
7.064635017E1,4.554000378E0,6.616050243E0,5.590050220E0
7.064761017E1,4.561050415E0,6.642000198E0,5.575050354E0
7.064887017E1,4.602000237E0,6.586950302E0,5.542050362E0
7.065013025E1,4.543950081E0,6.573000431E0,5.584950447E0
7.065139025E1,4.546950340E0,6.622950077E0,5.515950203E0
7.065265025E1,4.565999985E0,6.571050167E0,5.568000317E0
7.065391025E1,4.567950249E0,6.622950077E0,5.566050053E0
7.065517025E1,4.570950031E0,6.616050243E0,5.578050137E0
7.065643048E1,4.543950081E0,6.583050251E0,5.568000317E0
7.065769025E1,4.546950340E0,6.606000423E0,5.524950027E0
7.065895049E1,4.585050106E0,6.616050243E0,5.544000149E0
7.066021050E1,4.594950199E0,6.637950420E0,5.548950195E0
7.066147050E1,4.606050014E0,6.604050159E0,5.568000317E0
7.066273050E1,4.594950199E0,6.637950420E0,5.539950371E0
7.066399050E1,4.642050266E0,6.597000122E0,5.544000149E0
7.066525057E1,4.602000237E0,6.583050251E0,5.544000149E0
7.066651057E1,4.623000145E0,6.621000290E0,5.496000290E0
7.066777057E1,4.686000347E0,6.601950169E0,5.527950287E0
7.066903058E1,4.650000095E0,6.574950218E0,5.554050446E0
7.067029058E1,4.645050049E0,6.598950386E0,5.554050446E0
7.067155081E1,4.657050133E0,6.609000206E0,5.482050419E0
7.067281081E1,4.647000313E0,6.597000122E0,5.542050362E0
7.067407058E1,4.662000179E0,6.580050468E0,5.544000149E0
7.067533081E1,4.623000145E0,6.573000431E0,5.520000458E0
7.067659081E1,4.633050442E0,6.571050167E0,5.530050278E0
7.067785081E1,4.681050301E0,6.537000179E0,5.523000240E0
7.067911087E1,4.686000347E0,6.583050251E0,5.548950195E0
7.068037087E1,4.638000011E0,6.571050167E0,5.580000401E0
7.068163087E1,4.690050125E0,6.565950394E0,5.607000351E0
7.068289087E1,4.717050076E0,6.490950108E0,5.626050472E0
7.068415087E1,4.870050430E0,6.429000378E0,5.611050129E0
7.068541087E1,4.906050205E0,6.361950397E0,5.491950035E0
7.068667087E1,4.843950272E0,6.325950146E0,5.365050316E0
7.068793110E1,4.779000282E0,6.403050423E0,5.374050140E0
7.068919110E1,4.777050018E0,6.432000160E0,5.527950287E0
7.069045110E1,4.743000031E0,6.463050365E0,5.656950474E0
7.069171110E1,4.699950218E0,6.445950508E0,5.686050415E0
7.069297110E1,4.626000404E0,6.535050392E0,5.592000484E0
7.069423118E1,4.554000378E0,6.594000340E0,5.590050220E0
7.069549110E1,4.527000427E0,6.666000366E0,5.698050499E0
7.069675118E1,4.501049995E0,6.729000092E0,5.824950218E0
7.069801118E1,4.489050388E0,6.847950459E0,5.808000088E0
7.069927117E1,4.435950279E0,6.817050457E0,5.808000088E0
7.070053140E1,4.441050053E0,6.753000259E0,5.853000164E0
7.070179140E1,4.396049976E0,6.694950104E0,5.829000473E0
7.070305140E1,4.396049976E0,6.630000114E0,5.865000248E0
7.070431140E1,4.372050285E0,6.610950470E0,5.853000164E0
7.070557140E1,4.417050362E0,6.583050251E0,5.877000332E0
7.070683140E1,4.410000324E0,6.505950451E0,5.769000053E0
7.070809140E1,4.411950111E0,6.451050282E0,5.776950359E0
7.070935149E1,4.432050228E0,6.393000126E0,5.713950157E0
7.071061149E1,4.489050388E0,6.448050499E0,5.652000427E0
7.071187149E1,4.527000427E0,6.397950172E0,5.640000343E0
7.071313149E1,4.537050247E0,6.465000153E0,5.580000401E0
7.071439149E1,4.579950333E0,6.439050198E0,5.590050220E0
7.071565149E1,4.662000179E0,6.420000076E0,5.544000149E0
7.071691149E1,4.708950043E0,6.457950115E0,5.578050137E0
7.071817172E1,4.731000423E0,6.562950134E0,5.554050446E0
7.071943172E1,4.786050320E0,6.538950443E0,5.527950287E0
7.072069174E1,4.803000450E0,6.577950478E0,5.583000183E0
7.072195182E1,4.839000225E0,6.568050385E0,5.532000065E0
7.072321182E1,4.855950356E0,6.613950253E0,5.524950027E0
7.072447182E1,4.812000275E0,6.565950394E0,5.532000065E0
7.072573182E1,4.791000366E0,6.550950527E0,5.575050354E0
7.072699182E1,4.753050327E0,6.577950478E0,5.554050446E0
7.072825182E1,4.768950462E0,6.537000179E0,5.572950363E0
7.072951182E1,4.767000198E0,6.547050476E0,5.515950203E0
7.073077181E1,4.695000172E0,6.481950283E0,5.571000099E0
7.073203204E1,4.693050385E0,6.520050526E0,5.566050053E0
7.073329204E1,4.659000397E0,6.520050526E0,5.535000324E0
7.073455204E1,4.587000370E0,6.544050217E0,5.527950287E0
7.073581204E1,4.565999985E0,6.565950394E0,5.532000065E0
7.073707204E1,4.549050331E0,6.610950470E0,5.572950363E0
7.073833204E1,4.494000435E0,6.568050385E0,5.592000484E0
7.073959211E1,4.495950222E0,6.550950527E0,5.571000099E0
7.074085212E1,4.429050446E0,6.604050159E0,5.583000183E0
7.074211212E1,4.459950447E0,6.592050076E0,5.619000435E0
7.074337234E1,4.450950146E0,6.646950245E0,5.626050472E0
7.074463212E1,4.453050137E0,6.657000542E0,5.632950306E0
7.074589234E1,4.423950195E0,6.642000198E0,5.664000034E0
7.074715235E1,4.447950363E0,6.661950111E0,5.701950073E0
