"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.860137114E0,-2.673750114E1,-9.493125153E1,-5.861250305E1
7.880127880E0,-2.662500191E1,-9.513750458E1,-6.033750153E1
7.900128577E0,-2.666250038E1,-9.555000305E1,-5.919375229E1
7.920125672E0,-2.685000038E1,-9.545625305E1,-5.941875076E1
7.940130654E0,-2.681250191E1,-9.483750153E1,-5.975625229E1
7.960132626E0,-2.686875153E1,-9.412500000E1,-5.964375305E1
7.980132186E0,-2.715000153E1,-9.556875610E1,-5.964375305E1
8.000136420E0,-2.666250038E1,-9.534375000E1,-5.861250305E1
8.020136063E0,-2.643750191E1,-9.328125000E1,-5.977500153E1
8.040136103E0,-2.673750114E1,-9.513750458E1,-5.908125305E1
8.060137434E0,-2.662500191E1,-9.483750153E1,-5.953125381E1
8.080134406E0,-2.666250038E1,-9.555000305E1,-5.908125305E1
8.100139058E0,-2.690625191E1,-9.463125610E1,-5.964375305E1
8.120136723E0,-2.677500153E1,-9.444375610E1,-6.080625153E1
8.140148431E0,-2.653125191E1,-9.502500153E1,-5.896875381E1
8.160136093E0,-2.668125153E1,-9.431250000E1,-5.977500153E1
8.180134497E0,-2.692500114E1,-9.495000458E1,-5.941875076E1
8.200128827E0,-2.656875038E1,-9.391875458E1,-5.908125305E1
8.220132971E0,-2.643750191E1,-9.318750000E1,-5.964375305E1
8.240132202E0,-2.675625038E1,-9.361875153E1,-5.919375229E1
8.260138453E0,-2.666250038E1,-9.360000610E1,-5.896875381E1
8.280137693E0,-2.651250076E1,-9.440625000E1,-5.850000381E1
8.300136534E0,-2.634375191E1,-9.502500153E1,-5.953125381E1
8.320134853E0,-2.658750153E1,-9.431250000E1,-5.953125381E1
8.340122681E0,-2.645625114E1,-9.348750305E1,-5.919375229E1
8.360122352E0,-2.670000076E1,-9.453750610E1,-5.953125381E1
8.380130184E0,-2.679375076E1,-9.421875000E1,-5.885625076E1
8.400131633E0,-2.668125153E1,-9.412500000E1,-5.953125381E1
8.420128811E0,-2.679375076E1,-9.421875000E1,-5.896875381E1
8.440132215E0,-2.660625076E1,-9.463125610E1,-5.953125381E1
8.460130741E0,-2.645625114E1,-9.328125000E1,-5.885625076E1
8.480141223E0,-2.677500153E1,-9.391875458E1,-5.896875381E1
8.500141111E0,-2.675625038E1,-9.534375000E1,-5.885625076E1
8.520138009E0,-2.675625038E1,-9.534375000E1,-5.919375229E1
8.540142864E0,-2.649375153E1,-9.605625153E1,-5.964375305E1
8.560142429E0,-2.681250191E1,-9.483750153E1,-6.011250305E1
8.580137588E0,-2.662500191E1,-9.493125153E1,-5.988750076E1
8.600140249E0,-2.673750114E1,-9.513750458E1,-5.953125381E1
8.620137425E0,-2.668125153E1,-9.605625153E1,-5.906250381E1
8.640143967E0,-2.686875153E1,-9.545625305E1,-5.872500229E1
8.660143119E0,-2.679375076E1,-9.596250153E1,-5.850000381E1
8.680140130E0,-2.683125114E1,-9.504375458E1,-5.885625076E1
8.700133999E0,-2.658750153E1,-9.564375305E1,-5.872500229E1
8.720136279E0,-2.673750114E1,-9.513750458E1,-5.941875076E1
8.740134391E0,-2.666250038E1,-9.564375305E1,-5.908125305E1
8.760129714E0,-2.656875038E1,-9.575625610E1,-5.953125381E1
8.780131390E0,-2.673750114E1,-9.504375458E1,-5.953125381E1
8.800127764E0,-2.670000076E1,-9.442500305E1,-5.908125305E1
8.820137352E0,-2.664375114E1,-9.534375000E1,-5.941875076E1
8.840137804E0,-2.690625191E1,-9.463125610E1,-5.908125305E1
8.860134478E0,-2.664375114E1,-9.513750458E1,-5.896875381E1
8.880138690E0,-2.673750114E1,-9.502500153E1,-5.827500153E1
8.900141318E0,-2.653125191E1,-9.481875610E1,-5.908125305E1
8.920133849E0,-2.658750153E1,-9.585000610E1,-5.850000381E1
8.940135039E0,-2.683125114E1,-9.504375458E1,-5.975625229E1
8.960131891E0,-2.673750114E1,-9.513750458E1,-5.908125305E1
8.980140296E0,-2.679375076E1,-9.442500305E1,-5.908125305E1
9.000141286E0,-2.668125153E1,-9.412500000E1,-5.896875381E1
9.020138085E0,-2.660625076E1,-9.472500610E1,-6.000000381E1
9.040142322E0,-2.666250038E1,-9.391875458E1,-5.919375229E1
9.060141158E0,-2.673750114E1,-9.330000305E1,-5.885625076E1
9.080134685E0,-2.686875153E1,-9.391875458E1,-5.953125381E1
9.100140183E0,-2.679375076E1,-9.453750610E1,-5.919375229E1
9.120142040E0,-2.671875191E1,-9.451875305E1,-5.861250305E1
9.140141683E0,-2.670000076E1,-9.453750610E1,-5.964375305E1
9.160143292E0,-2.664375114E1,-9.523125458E1,-5.908125305E1
9.180140302E0,-2.681250191E1,-9.483750153E1,-5.941875076E1
9.200133993E0,-2.677500153E1,-9.391875458E1,-5.953125381E1
9.220135033E0,-2.671875191E1,-9.483750153E1,-5.930625153E1
9.240136724E0,-2.641875076E1,-9.440625000E1,-5.861250305E1
9.260128457E0,-2.668125153E1,-9.431250000E1,-5.919375229E1
9.280131782E0,-2.700000191E1,-9.433125305E1,-5.780625153E1
9.300129965E0,-2.645625114E1,-9.339375305E1,-5.874375153E1
9.320135836E0,-2.658750153E1,-9.410625458E1,-5.919375229E1
9.340136596E0,-2.690625191E1,-9.463125610E1,-5.908125305E1
9.360133000E0,-2.647500038E1,-9.390000153E1,-5.908125305E1
9.380135846E0,-2.666250038E1,-9.545625305E1,-5.941875076E1
9.400137401E0,-2.683125114E1,-9.525000000E1,-5.930625153E1
9.420136995E0,-2.658750153E1,-9.431250000E1,-5.964375305E1
9.440126493E0,-2.653125191E1,-9.493125153E1,-5.908125305E1
9.460127236E0,-2.694375038E1,-9.545625305E1,-5.896875381E1
9.480135922E0,-2.645625114E1,-9.553125000E1,-5.988750076E1
9.500138554E0,-2.683125114E1,-9.525000000E1,-5.988750076E1
9.520135884E0,-2.671875191E1,-9.493125153E1,-5.975625229E1
9.540139612E0,-2.664375114E1,-9.513750458E1,-5.850000381E1
9.560138372E0,-2.655000114E1,-9.380625153E1,-6.056250381E1
9.580135086E0,-2.664375114E1,-9.513750458E1,-5.816250229E1
9.600138232E0,-2.649375153E1,-9.573750305E1,-5.827500153E1
9.620138106E0,-2.675625038E1,-9.523125458E1,-5.885625076E1
9.640133093E0,-2.666250038E1,-9.543750000E1,-5.838750076E1
9.660136795E0,-2.641875076E1,-9.429375458E1,-5.724375153E1
9.680135531E0,-2.658750153E1,-9.585000610E1,-5.930625153E1
9.700131530E0,-2.679375076E1,-9.463125610E1,-5.975625229E1
9.720133209E0,-2.662500191E1,-9.504375458E1,-5.953125381E1
9.740132126E0,-2.683125114E1,-9.504375458E1,-5.885625076E1
9.760140089E0,-2.671875191E1,-9.442500305E1,-5.746875381E1
9.780140942E0,-2.658750153E1,-9.431250000E1,-6.000000381E1
9.800137216E0,-2.662500191E1,-9.483750153E1,-5.908125305E1
9.820141453E0,-2.673750114E1,-9.513750458E1,-5.885625076E1
9.840140589E0,-2.694375038E1,-9.515625000E1,-5.896875381E1
9.860133887E0,-2.671875191E1,-9.300000000E1,-5.919375229E1
9.880136136E0,-2.675625038E1,-9.534375000E1,-5.953125381E1
9.900133433E0,-2.677500153E1,-9.575625610E1,-5.930625153E1
9.920143334E0,-2.641875076E1,-9.472500610E1,-5.964375305E1
9.940133136E0,-2.656875038E1,-9.534375000E1,-5.919375229E1
9.960132145E0,-2.660625076E1,-9.451875305E1,-5.919375229E1
9.980139544E0,-2.666250038E1,-9.553125000E1,-5.838750076E1
9.980139544E0,-1.757643799E3,-1.818562622E2,-4.878750229E1
1.000014385E1,-2.651250076E1,-9.451875305E1,-5.908125305E1
1.002015494E1,-2.666250038E1,-9.401250458E1,-5.941875076E1
1.004017532E1,-2.673750114E1,-9.320625305E1,-5.908125305E1
1.006020784E1,-2.664375114E1,-9.318750000E1,-5.793750381E1
1.008023965E1,-2.664375114E1,-9.350625610E1,-5.908125305E1
1.010026250E1,-2.656875038E1,-9.543750000E1,-5.908125305E1
1.012028188E1,-2.660625076E1,-9.451875305E1,-5.896875381E1
1.014029224E1,-2.668125153E1,-9.401250458E1,-5.908125305E1
1.016029332E1,-2.662500191E1,-9.493125153E1,-5.930625153E1
1.018029865E1,-2.645625114E1,-9.523125458E1,-5.930625153E1
1.020029644E1,-2.651250076E1,-9.461250305E1,-5.930625153E1
1.022029880E1,-2.701875114E1,-9.495000458E1,-5.883750153E1
1.024029837E1,-2.670000076E1,-9.442500305E1,-5.885625076E1
1.026029117E1,-2.685000038E1,-9.525000000E1,-5.885625076E1
1.028029030E1,-2.690625191E1,-9.463125610E1,-5.930625153E1
1.030028690E1,-2.715000153E1,-9.556875610E1,-5.941875076E1
1.032027998E1,-2.666250038E1,-9.564375305E1,-5.872500229E1
1.034028154E1,-2.681250191E1,-9.463125610E1,-5.941875076E1
1.036027875E1,-2.653125191E1,-9.502500153E1,-5.919375229E1
1.038027095E1,-2.671875191E1,-9.451875305E1,-5.758125305E1
1.040027228E1,-2.673750114E1,-9.493125153E1,-5.816250229E1
1.042027133E1,-2.653125191E1,-9.472500610E1,-5.861250305E1
1.044026777E1,-2.673750114E1,-9.513750458E1,-5.941875076E1
1.046027103E1,-2.681250191E1,-9.474375153E1,-5.896875381E1
1.048026979E1,-2.671875191E1,-9.483750153E1,-5.896875381E1
1.050027645E1,-2.653125191E1,-9.502500153E1,-5.861250305E1
1.052027744E1,-2.670000076E1,-9.453750610E1,-5.941875076E1
1.054027468E1,-2.690625191E1,-9.485625458E1,-5.964375305E1
1.056027771E1,-2.662500191E1,-9.461250305E1,-5.885625076E1
1.058027549E1,-2.692500114E1,-9.515625000E1,-5.906250381E1
1.060028093E1,-2.681250191E1,-9.463125610E1,-5.885625076E1
1.062028297E1,-2.666250038E1,-9.369375610E1,-5.861250305E1
1.064028052E1,-2.666250038E1,-9.391875458E1,-5.977500153E1
1.066027388E1,-2.666250038E1,-9.534375000E1,-5.861250305E1
1.068027607E1,-2.688750076E1,-9.444375610E1,-5.998125076E1
1.070027242E1,-2.673750114E1,-9.483750153E1,-5.872500229E1
1.072027628E1,-2.673750114E1,-9.504375458E1,-5.896875381E1
1.074027528E1,-2.675625038E1,-9.534375000E1,-5.872500229E1
1.076027073E1,-2.673750114E1,-9.493125153E1,-5.930625153E1
1.078027625E1,-2.664375114E1,-9.513750458E1,-5.896875381E1
1.080027632E1,-2.658750153E1,-9.585000610E1,-5.861250305E1
1.082027240E1,-2.643750191E1,-9.450000000E1,-5.758125305E1
1.084027647E1,-2.671875191E1,-9.472500610E1,-5.908125305E1
1.086027479E1,-2.690625191E1,-9.463125610E1,-5.908125305E1
1.088028027E1,-2.679375076E1,-9.585000610E1,-5.827500153E1
1.090027998E1,-2.683125114E1,-9.504375458E1,-5.885625076E1
1.092027779E1,-2.677500153E1,-9.575625610E1,-5.906250381E1
1.094027147E1,-2.653125191E1,-9.481875610E1,-5.861250305E1
1.096027374E1,-2.707500076E1,-9.423750305E1,-5.919375229E1
1.098027165E1,-2.662500191E1,-9.502500153E1,-5.930625153E1
1.100027559E1,-2.656875038E1,-9.553125000E1,-5.872500229E1
1.102027542E1,-2.643750191E1,-9.481875610E1,-5.896875381E1
1.104027048E1,-2.685000038E1,-9.523125458E1,-5.838750076E1
1.106027834E1,-2.679375076E1,-9.433125305E1,-5.930625153E1
1.108028430E1,-2.677500153E1,-9.555000305E1,-5.827500153E1
1.110028942E1,-2.656875038E1,-9.523125458E1,-5.850000381E1
1.112028914E1,-2.677500153E1,-9.586875153E1,-5.883750153E1
1.114028471E1,-2.656875038E1,-9.553125000E1,-5.908125305E1
1.116027556E1,-2.664375114E1,-9.502500153E1,-5.896875381E1
1.118027490E1,-2.660625076E1,-9.451875305E1,-5.861250305E1
1.120027120E1,-2.675625038E1,-9.523125458E1,-5.827500153E1
1.122027807E1,-2.668125153E1,-9.575625610E1,-5.861250305E1
1.124027846E1,-2.711250114E1,-9.474375153E1,-5.816250229E1
1.126027493E1,-2.683125114E1,-9.525000000E1,-5.896875381E1
1.128027908E1,-2.692500114E1,-9.504375458E1,-5.896875381E1
1.130027841E1,-2.677500153E1,-9.575625610E1,-5.883750153E1
1.132027216E1,-2.664375114E1,-9.502500153E1,-5.885625076E1
1.134027744E1,-2.673750114E1,-9.523125458E1,-5.930625153E1
1.136028047E1,-2.683125114E1,-9.493125153E1,-5.861250305E1
1.138027535E1,-2.673750114E1,-9.523125458E1,-5.919375229E1
1.140027735E1,-2.675625038E1,-9.545625305E1,-5.872500229E1
1.142027516E1,-2.690625191E1,-9.270000458E1,-5.872500229E1
1.144028100E1,-2.698125076E1,-9.412500000E1,-5.872500229E1
1.146028099E1,-2.686875153E1,-9.401250458E1,-5.908125305E1
1.148027562E1,-2.683125114E1,-9.513750458E1,-5.872500229E1
1.150027904E1,-2.662500191E1,-9.493125153E1,-5.872500229E1
1.152027893E1,-2.673750114E1,-9.493125153E1,-5.896875381E1
1.154027410E1,-2.677500153E1,-9.575625610E1,-5.850000381E1
1.156027799E1,-2.694375038E1,-9.534375000E1,-5.872500229E1
1.158027705E1,-2.718750191E1,-9.423750305E1,-5.850000381E1
1.160027273E1,-2.686875153E1,-9.412500000E1,-6.033750153E1
1.162027616E1,-2.666250038E1,-9.543750000E1,-5.885625076E1
1.164027404E1,-2.701875114E1,-9.495000458E1,-5.872500229E1
1.166027874E1,-2.662500191E1,-9.472500610E1,-5.885625076E1
1.168027950E1,-2.683125114E1,-9.515625000E1,-5.896875381E1
1.170027477E1,-2.731875038E1,-9.517500305E1,-5.941875076E1
1.172028011E1,-2.681250191E1,-9.493125153E1,-5.930625153E1
1.174028029E1,-2.701875114E1,-9.485625458E1,-5.906250381E1
1.176027673E1,-2.703750038E1,-9.504375458E1,-5.919375229E1
1.178028072E1,-2.683125114E1,-9.483750153E1,-5.850000381E1
1.180027802E1,-2.694375038E1,-9.504375458E1,-5.816250229E1
1.182027176E1,-2.709375191E1,-9.444375610E1,-5.883750153E1
1.184027379E1,-2.641875076E1,-9.472500610E1,-5.908125305E1
1.186027199E1,-2.656875038E1,-9.523125458E1,-5.861250305E1
1.188027954E1,-2.673750114E1,-9.504375458E1,-5.919375229E1
1.190028130E1,-2.690625191E1,-9.442500305E1,-5.838750076E1
1.192027869E1,-2.666250038E1,-9.555000305E1,-5.919375229E1
1.194028297E1,-2.675625038E1,-9.534375000E1,-5.941875076E1
1.196028090E1,-2.681250191E1,-9.493125153E1,-5.930625153E1
1.198027487E1,-2.688750076E1,-9.401250458E1,-5.861250305E1
1.200028071E1,-2.681250191E1,-9.493125153E1,-5.930625153E1
1.202027870E1,-2.671875191E1,-9.483750153E1,-5.941875076E1
1.204027427E1,-2.677500153E1,-9.575625610E1,-5.861250305E1
1.206027863E1,-2.673750114E1,-9.513750458E1,-5.896875381E1
1.208027766E1,-2.653125191E1,-9.513750458E1,-5.964375305E1
1.210027111E1,-2.653125191E1,-9.472500610E1,-5.861250305E1
1.212027905E1,-2.675625038E1,-9.534375000E1,-5.816250229E1
1.214027521E1,-2.722500038E1,-9.526875305E1,-5.896875381E1
1.216028184E1,-2.675625038E1,-9.534375000E1,-5.827500153E1
1.218028755E1,-2.692500114E1,-9.504375458E1,-5.953125381E1
1.220028270E1,-2.619375038E1,-9.573750305E1,-5.896875381E1
1.222028603E1,-2.585625076E1,-9.335625458E1,-5.953125381E1
1.224028408E1,-2.621250153E1,-9.440625000E1,-5.941875076E1
1.226027708E1,-2.546250153E1,-9.508125305E1,-5.953125381E1
1.228027900E1,-2.544375038E1,-9.446250153E1,-5.919375229E1
1.230027657E1,-2.516250038E1,-9.311250305E1,-5.932500076E1
1.232027065E1,-2.553750038E1,-9.446250153E1,-5.861250305E1
1.234027295E1,-2.482500076E1,-9.423750305E1,-6.024375153E1
1.236027262E1,-2.478750038E1,-9.495000458E1,-6.001875305E1
1.238026854E1,-2.469375038E1,-9.361875153E1,-6.035625076E1
1.240027280E1,-2.441250038E1,-9.391875458E1,-6.035625076E1
1.242027027E1,-2.454375076E1,-9.421875000E1,-6.001875305E1
1.244027804E1,-2.415000153E1,-9.420000458E1,-6.013125229E1
1.246028374E1,-2.379375076E1,-9.305625153E1,-6.058125305E1
1.248027866E1,-2.366250038E1,-9.406875610E1,-6.013125229E1
1.250028265E1,-2.341875076E1,-9.313125610E1,-5.990625381E1
1.252028142E1,-2.362500000E1,-9.345000458E1,-5.943750381E1
1.254027623E1,-2.302500153E1,-9.343125153E1,-6.071250153E1
1.256027987E1,-2.289375114E1,-9.249375153E1,-6.048750305E1
1.258027674E1,-2.278125000E1,-9.240000153E1,-6.071250153E1
1.260028174E1,-2.231250000E1,-9.298125458E1,-6.151875305E1
1.262028338E1,-2.240625000E1,-9.063750458E1,-6.013125229E1
1.264027845E1,-2.235000038E1,-9.155625153E1,-6.071250153E1
1.266028345E1,-2.251875114E1,-9.290625000E1,-6.174375153E1
1.268028305E1,-2.197500038E1,-9.215625000E1,-6.140625381E1
1.270027884E1,-2.199375153E1,-9.215625000E1,-6.129375076E1
1.272028293E1,-2.176875114E1,-9.163125610E1,-6.129375076E1
1.274028107E1,-2.146875000E1,-9.324375153E1,-6.106875229E1
1.276027425E1,-2.156250000E1,-9.151875305E1,-6.174375153E1
1.278027681E1,-2.150625038E1,-9.213750458E1,-6.140625381E1
1.280028227E1,-2.139375114E1,-9.223125458E1,-6.232500076E1
1.282028777E1,-2.126250076E1,-9.129375458E1,-6.118125153E1
1.284028796E1,-2.115000153E1,-9.129375458E1,-6.198750305E1
1.286028357E1,-2.081250000E1,-9.219375610E1,-6.187500381E1
1.288027782E1,-2.068125153E1,-9.168750000E1,-6.221250153E1
1.290028129E1,-2.090625000E1,-9.232500458E1,-6.290625381E1
1.292027654E1,-2.088750076E1,-9.180000305E1,-6.176250076E1
1.294028020E1,-2.043750000E1,-9.097500610E1,-6.440625000E1
1.296027856E1,-2.026875114E1,-9.095625305E1,-6.221250153E1
1.298027484E1,-2.017500114E1,-9.125625610E1,-6.303750229E1
1.300027898E1,-1.995000076E1,-9.256875610E1,-6.268125153E1
1.302027854E1,-1.981875038E1,-9.185625458E1,-6.303750229E1
1.304027287E1,-1.983750153E1,-9.073125458E1,-6.382500076E1
1.306027515E1,-1.961250114E1,-9.174375153E1,-6.279375076E1
1.308027316E1,-1.970625114E1,-9.163125610E1,-6.326250076E1
1.310027884E1,-1.959375000E1,-9.153750610E1,-6.418125153E1
1.312027972E1,-1.944375038E1,-9.050625610E1,-6.360000229E1
1.314027748E1,-1.968750000E1,-9.144375610E1,-6.371250153E1
1.316027137E1,-1.938750076E1,-9.121875000E1,-6.337500381E1
1.318027463E1,-1.957500076E1,-9.091875458E1,-6.337500381E1
1.320027149E1,-1.933125114E1,-9.193125153E1,-6.326250076E1
1.322027662E1,-1.888125038E1,-9.078750610E1,-6.337500381E1
1.324028162E1,-1.912500000E1,-9.018750000E1,-6.384375381E1
1.326027892E1,-1.895625114E1,-9.058125305E1,-6.361875153E1
1.328028619E1,-1.869375038E1,-9.118125153E1,-6.361875153E1
1.330028376E1,-1.886250114E1,-9.078750610E1,-6.418125153E1
1.332027791E1,-1.856250000E1,-9.056250000E1,-6.440625000E1
1.334028072E1,-1.856250000E1,-8.883750153E1,-6.337500381E1
1.336027663E1,-1.856250000E1,-9.067500305E1,-6.395625305E1
1.338028081E1,-1.824375153E1,-9.024375153E1,-6.453750610E1
1.340027970E1,-1.816875076E1,-9.035625458E1,-6.418125153E1
1.342027506E1,-1.820625114E1,-8.953125000E1,-6.476250458E1
1.344029236E1,-1.818750000E1,-8.913750458E1,-6.613125610E1
1.346029013E1,-1.822500038E1,-8.983125305E1,-6.498750305E1
1.348028367E1,-1.807500076E1,-9.045000458E1,-6.465000153E1
1.350028532E1,-1.794375038E1,-8.992500305E1,-6.476250458E1
1.352028088E1,-1.805625153E1,-9.024375153E1,-6.465000153E1
1.354027367E1,-1.811250114E1,-8.973750305E1,-6.521250153E1
1.356027812E1,-1.764375114E1,-8.971875000E1,-6.465000153E1
1.358027507E1,-1.762500000E1,-8.940000153E1,-6.431250000E1
1.360028156E1,-1.753125000E1,-8.971875000E1,-6.476250458E1
1.362028288E1,-1.755000114E1,-8.990625000E1,-6.545625305E1
1.364028010E1,-1.758750153E1,-8.900625610E1,-6.523125458E1
1.366027388E1,-1.773750114E1,-8.808750153E1,-6.556875610E1
1.368027434E1,-1.747500038E1,-8.857500458E1,-6.500625610E1
1.370027056E1,-1.715625000E1,-9.009375000E1,-6.615000153E1
1.372027678E1,-1.721250153E1,-8.917500305E1,-6.579375458E1
1.374027584E1,-1.710000038E1,-8.908125305E1,-6.637500000E1
1.376027300E1,-1.670625114E1,-8.743125153E1,-6.706875610E1
1.378027821E1,-1.672500038E1,-8.926875305E1,-6.603750610E1
1.380027772E1,-1.651875114E1,-8.895000458E1,-6.637500000E1
1.382027182E1,-1.651875114E1,-8.895000458E1,-6.637500000E1
1.384027427E1,-1.638750076E1,-8.853750610E1,-6.650625610E1
1.386027235E1,-1.659375000E1,-8.754375458E1,-6.879375458E1
1.388028146E1,-1.629375076E1,-8.874375153E1,-6.673125458E1
1.390028648E1,-1.591875076E1,-8.698125458E1,-6.639375305E1
1.392028299E1,-1.603125000E1,-8.739375305E1,-6.684375000E1
1.394027536E1,-1.597500038E1,-8.790000153E1,-6.581250000E1
1.396027686E1,-1.586250019E1,-8.790000153E1,-6.708750153E1
1.398027267E1,-1.539375019E1,-8.838750458E1,-6.800625610E1
1.400028257E1,-1.548750019E1,-8.818125153E1,-6.811875153E1
1.402028026E1,-1.537500095E1,-8.797500610E1,-6.753750610E1
1.404027355E1,-1.565625095E1,-8.626875305E1,-6.915000153E1
1.406027909E1,-1.533750057E1,-8.716875458E1,-6.753750610E1
1.408027840E1,-1.535625076E1,-8.756250000E1,-6.823125458E1
1.410027296E1,-1.492500019E1,-8.846250153E1,-6.787500000E1
1.412027678E1,-1.492500019E1,-8.703750610E1,-6.834375000E1
1.414027401E1,-1.513125038E1,-8.715000153E1,-6.823125458E1
1.416028479E1,-1.477500057E1,-8.591250610E1,-6.789375305E1
1.418027161E1,-1.507500076E1,-8.765625000E1,-6.787500000E1
1.420027288E1,-1.496250057E1,-8.765625000E1,-6.811875153E1
1.422027418E1,-1.479375076E1,-8.641875458E1,-6.868125153E1
1.424027596E1,-1.477500057E1,-8.765625000E1,-6.858750153E1
1.426027343E1,-1.520625019E1,-8.705625153E1,-6.937500000E1
1.428027873E1,-1.473750019E1,-8.724375153E1,-6.903750610E1
1.430027648E1,-1.490625095E1,-8.673750305E1,-6.868125153E1
1.432028205E1,-1.445625019E1,-8.711250305E1,-6.858750153E1
1.434028825E1,-1.449375057E1,-8.621250153E1,-6.915000153E1
1.436028587E1,-1.447500038E1,-8.578125000E1,-6.789375305E1
1.438027856E1,-1.473750019E1,-8.529375458E1,-6.926250458E1
1.440028059E1,-1.428750038E1,-8.619375610E1,-6.903750610E1
1.442027719E1,-1.445625019E1,-8.559375000E1,-6.870000458E1
1.444028213E1,-1.458750057E1,-8.621250153E1,-6.892500305E1
1.446027983E1,-1.421250057E1,-8.660625458E1,-6.834375000E1
1.448027915E1,-1.440000057E1,-8.630625153E1,-6.858750153E1
1.450027598E1,-1.443750095E1,-8.681250000E1,-6.845625305E1
1.452027476E1,-1.445625019E1,-8.722500610E1,-6.858750153E1
1.454027151E1,-1.455000019E1,-8.722500610E1,-6.881250000E1
1.456027664E1,-1.423125076E1,-8.670000458E1,-6.881250000E1
1.458027628E1,-1.428750038E1,-8.619375610E1,-7.018125153E1
1.460027236E1,-1.432500076E1,-8.671875000E1,-6.937500000E1
1.462027547E1,-1.404375076E1,-8.700000000E1,-6.915000153E1
1.464027303E1,-1.417500019E1,-8.598750305E1,-6.903750610E1
1.466028240E1,-1.383750057E1,-8.668125153E1,-6.916875458E1
1.468028137E1,-1.396875095E1,-8.578125000E1,-7.018125153E1
1.470027788E1,-1.357500076E1,-8.401875305E1,-7.008750153E1
1.472028248E1,-1.357500076E1,-8.565000153E1,-7.018125153E1
1.474028208E1,-1.357500076E1,-8.566875458E1,-7.031250000E1
1.476027586E1,-1.333125019E1,-8.514375305E1,-7.100625610E1
1.478027872E1,-1.312500095E1,-8.482500458E1,-7.053750610E1
1.480027592E1,-1.308750057E1,-8.400000000E1,-7.008750153E1
1.482028316E1,-1.284375095E1,-8.469375610E1,-7.031250000E1
1.484028261E1,-1.348125076E1,-8.227500153E1,-7.031250000E1
1.486028032E1,-1.323750019E1,-8.491875458E1,-7.031250000E1
1.488027435E1,-1.329375076E1,-8.411250305E1,-7.089375305E1
1.490027696E1,-1.333125019E1,-8.514375305E1,-7.134375000E1
1.492027318E1,-1.323750019E1,-8.328750610E1,-7.076250458E1
1.494028284E1,-1.312500095E1,-8.482500458E1,-7.076250458E1
1.496028064E1,-1.310625076E1,-8.441250610E1,-7.181250000E1
1.498027729E1,-1.312500095E1,-8.308125305E1,-7.203750610E1
1.500028510E1,-1.303125095E1,-8.317500305E1,-7.089375305E1
1.502028329E1,-1.288125038E1,-8.388750458E1,-7.145625305E1
1.504027811E1,-1.286250019E1,-8.368125153E1,-7.123125458E1
1.506028095E1,-1.267500019E1,-8.398125458E1,-7.203750610E1
1.508027721E1,-1.256250095E1,-8.326875305E1,-7.111875153E1
1.510028173E1,-1.269375038E1,-8.418750000E1,-7.158750153E1
1.512028093E1,-1.278750038E1,-8.409375000E1,-7.295625305E1
1.514028047E1,-1.248750019E1,-8.407500458E1,-7.215000153E1
1.516027256E1,-1.239375019E1,-8.396250153E1,-7.250625610E1
1.518027523E1,-1.239375019E1,-8.418750000E1,-7.215000153E1
